Year,Month,Condition,Age Group,COVID-19 Deaths
2020,12,Chronic lower respiratory diseases,65-74,2189
2021,1,Chronic lower respiratory diseases,65-74,2181
2021,2,Chronic lower respiratory diseases,65-74,1047
2021,3,Chronic lower respiratory diseases,65-74,572
2021,4,Chronic lower respiratory diseases,65-74,439
2021,5,Chronic lower respiratory diseases,65-74,378
2021,6,Chronic lower respiratory diseases,65-74,204
2021,7,Chronic lower respiratory diseases,65-74,246
2021,8,Chronic lower respiratory diseases,65-74,992
2021,9,Chronic lower respiratory diseases,65-74,1343
2021,10,Chronic lower respiratory diseases,65-74,962
2021,11,Chronic lower respiratory diseases,65-74,809
2021,12,Chronic lower respiratory diseases,65-74,1114
2022,1,Chronic lower respiratory diseases,65-74,2182
2022,2,Chronic lower respiratory diseases,65-74,1553
2022,3,Chronic lower respiratory diseases,65-74,562
2022,4,Chronic lower respiratory diseases,65-74,215
2022,5,Chronic lower respiratory diseases,65-74,251
2022,6,Chronic lower respiratory diseases,65-74,302
2022,7,Chronic lower respiratory diseases,65-74,423
2022,8,Chronic lower respiratory diseases,65-74,480
2022,9,Chronic lower respiratory diseases,65-74,395
2022,10,Chronic lower respiratory diseases,65-74,342
2022,11,Chronic lower respiratory diseases,65-74,319
2022,12,Chronic lower respiratory diseases,65-74,491
2023,1,Chronic lower respiratory diseases,65-74,495
2023,2,Chronic lower respiratory diseases,65-74,264
2023,3,Chronic lower respiratory diseases,65-74,125
2020,1,Chronic lower respiratory diseases,75-84,1
2020,2,Chronic lower respiratory diseases,75-84,2
2020,3,Chronic lower respiratory diseases,75-84,204
2020,4,Chronic lower respiratory diseases,75-84,1518
2020,5,Chronic lower respiratory diseases,75-84,1019
2020,6,Chronic lower respiratory diseases,75-84,458
2020,7,Chronic lower respiratory diseases,75-84,953
2020,8,Chronic lower respiratory diseases,75-84,888
2020,9,Chronic lower respiratory diseases,75-84,562
2020,10,Chronic lower respiratory diseases,75-84,922
2020,11,Chronic lower respiratory diseases,75-84,1920
2020,12,Chronic lower respiratory diseases,75-84,3128
2021,1,Chronic lower respiratory diseases,75-84,3059
2021,2,Chronic lower respiratory diseases,75-84,1378
2021,3,Chronic lower respiratory diseases,75-84,685
2021,4,Chronic lower respiratory diseases,75-84,536
2021,5,Chronic lower respiratory diseases,75-84,373
2021,6,Chronic lower respiratory diseases,75-84,204
2021,7,Chronic lower respiratory diseases,75-84,290
2021,8,Chronic lower respiratory diseases,75-84,1075
2021,9,Chronic lower respiratory diseases,75-84,1265
2021,10,Chronic lower respiratory diseases,75-84,1008
2021,11,Chronic lower respiratory diseases,75-84,890
2021,12,Chronic lower respiratory diseases,75-84,1190
2022,1,Chronic lower respiratory diseases,75-84,2650
2022,2,Chronic lower respiratory diseases,75-84,1915
2022,3,Chronic lower respiratory diseases,75-84,655
2022,4,Chronic lower respiratory diseases,75-84,319
2022,5,Chronic lower respiratory diseases,75-84,366
2022,6,Chronic lower respiratory diseases,75-84,422
2022,7,Chronic lower respiratory diseases,75-84,584
2022,8,Chronic lower respiratory diseases,75-84,631
2022,9,Chronic lower respiratory diseases,75-84,557
2022,10,Chronic lower respiratory diseases,75-84,505
2022,11,Chronic lower respiratory diseases,75-84,494
2022,12,Chronic lower respiratory diseases,75-84,692
2023,1,Chronic lower respiratory diseases,75-84,722
2023,2,Chronic lower respiratory diseases,75-84,462
2023,3,Chronic lower respiratory diseases,75-84,220
2020,1,Chronic lower respiratory diseases,85+,0
2020,2,Chronic lower respiratory diseases,85+,1
2020,3,Chronic lower respiratory diseases,85+,144
2020,4,Chronic lower respiratory diseases,85+,1409
2020,5,Chronic lower respiratory diseases,85+,1057
2020,6,Chronic lower respiratory diseases,85+,475
2020,7,Chronic lower respiratory diseases,85+,841
2020,8,Chronic lower respiratory diseases,85+,724
2020,9,Chronic lower respiratory diseases,85+,457
2020,10,Chronic lower respiratory diseases,85+,753
2020,11,Chronic lower respiratory diseases,85+,1678
2020,12,Chronic lower respiratory diseases,85+,2791
2021,1,Chronic lower respiratory diseases,85+,2445
2021,2,Chronic lower respiratory diseases,85+,998
2021,3,Chronic lower respiratory diseases,85+,444
2021,4,Chronic lower respiratory diseases,85+,316
2021,5,Chronic lower respiratory diseases,85+,224
2021,6,Chronic lower respiratory diseases,85+,148
2021,7,Chronic lower respiratory diseases,85+,185
2021,8,Chronic lower respiratory diseases,85+,587
2021,9,Chronic lower respiratory diseases,85+,719
2021,10,Chronic lower respiratory diseases,85+,640
2021,11,Chronic lower respiratory diseases,85+,576
2021,12,Chronic lower respiratory diseases,85+,661
2022,1,Chronic lower respiratory diseases,85+,1753
2022,2,Chronic lower respiratory diseases,85+,1255
2022,3,Chronic lower respiratory diseases,85+,474
2022,4,Chronic lower respiratory diseases,85+,240
2022,5,Chronic lower respiratory diseases,85+,271
2022,6,Chronic lower respiratory diseases,85+,398
2022,7,Chronic lower respiratory diseases,85+,548
2022,8,Chronic lower respiratory diseases,85+,527
2022,9,Chronic lower respiratory diseases,85+,450
2022,10,Chronic lower respiratory diseases,85+,402
2022,11,Chronic lower respiratory diseases,85+,413
2022,12,Chronic lower respiratory diseases,85+,589
2023,1,Chronic lower respiratory diseases,85+,595
2023,2,Chronic lower respiratory diseases,85+,346
2023,3,Chronic lower respiratory diseases,85+,168
2020,1,Chronic lower respiratory diseases,Not stated,0
2020,2,Chronic lower respiratory diseases,Not stated,0
2020,3,Chronic lower respiratory diseases,Not stated,0
2020,4,Chronic lower respiratory diseases,Not stated,1
2020,5,Chronic lower respiratory diseases,Not stated,0
2020,6,Chronic lower respiratory diseases,Not stated,0
2020,7,Chronic lower respiratory diseases,Not stated,0
2020,8,Chronic lower respiratory diseases,Not stated,0
2020,9,Chronic lower respiratory diseases,Not stated,0
2020,10,Chronic lower respiratory diseases,Not stated,0
2020,11,Chronic lower respiratory diseases,Not stated,0
2020,12,Chronic lower respiratory diseases,Not stated,0
2021,1,Chronic lower respiratory diseases,Not stated,0
2021,2,Chronic lower respiratory diseases,Not stated,0
2021,3,Chronic lower respiratory diseases,Not stated,0
2021,4,Chronic lower respiratory diseases,Not stated,0
2021,5,Chronic lower respiratory diseases,Not stated,0
2021,6,Chronic lower respiratory diseases,Not stated,0
2021,7,Chronic lower respiratory diseases,Not stated,0
2021,8,Chronic lower respiratory diseases,Not stated,0
2021,9,Chronic lower respiratory diseases,Not stated,0
2021,10,Chronic lower respiratory diseases,Not stated,0
2021,11,Chronic lower respiratory diseases,Not stated,0
2021,12,Chronic lower respiratory diseases,Not stated,0
2022,1,Chronic lower respiratory diseases,Not stated,0
2022,2,Chronic lower respiratory diseases,Not stated,0
2022,3,Chronic lower respiratory diseases,Not stated,0
2022,4,Chronic lower respiratory diseases,Not stated,0
2022,5,Chronic lower respiratory diseases,Not stated,0
2022,6,Chronic lower respiratory diseases,Not stated,0
2022,7,Chronic lower respiratory diseases,Not stated,0
2022,8,Chronic lower respiratory diseases,Not stated,0
2022,9,Chronic lower respiratory diseases,Not stated,0
2022,10,Chronic lower respiratory diseases,Not stated,0
2022,11,Chronic lower respiratory diseases,Not stated,0
2022,12,Chronic lower respiratory diseases,Not stated,0
2023,1,Chronic lower respiratory diseases,Not stated,0
2023,2,Chronic lower respiratory diseases,Not stated,0
2023,3,Chronic lower respiratory diseases,Not stated,0
2020,1,Chronic lower respiratory diseases,All Ages,1
2020,2,Chronic lower respiratory diseases,All Ages,3
2020,3,Chronic lower respiratory diseases,All Ages,622
2020,4,Chronic lower respiratory diseases,All Ages,4830
2020,5,Chronic lower respiratory diseases,All Ages,3329
2020,6,Chronic lower respiratory diseases,All Ages,1544
2020,7,Chronic lower respiratory diseases,All Ages,2980
2020,8,Chronic lower respiratory diseases,All Ages,2702
2020,9,Chronic lower respiratory diseases,All Ages,1707
2020,10,Chronic lower respiratory diseases,All Ages,2617
2020,11,Chronic lower respiratory diseases,All Ages,5468
2020,12,Chronic lower respiratory diseases,All Ages,9177
2021,1,Chronic lower respiratory diseases,All Ages,8825
2021,2,Chronic lower respiratory diseases,All Ages,4022
2021,3,Chronic lower respiratory diseases,All Ages,2100
2021,4,Chronic lower respiratory diseases,All Ages,1642
2021,5,Chronic lower respiratory diseases,All Ages,1289
2021,6,Chronic lower respiratory diseases,All Ages,746
2021,7,Chronic lower respiratory diseases,All Ages,961
2021,8,Chronic lower respiratory diseases,All Ages,3594
2021,9,Chronic lower respiratory diseases,All Ages,4608
2021,10,Chronic lower respiratory diseases,All Ages,3443
2021,11,Chronic lower respiratory diseases,All Ages,2897
2021,12,Chronic lower respiratory diseases,All Ages,3913
2022,1,Chronic lower respiratory diseases,All Ages,8120
2022,2,Chronic lower respiratory diseases,All Ages,5651
2022,3,Chronic lower respiratory diseases,All Ages,2020
2022,4,Chronic lower respiratory diseases,All Ages,914
2022,5,Chronic lower respiratory diseases,All Ages,1048
2022,6,Chronic lower respiratory diseases,All Ages,1278
2022,7,Chronic lower respiratory diseases,All Ages,1795
2022,8,Chronic lower respiratory diseases,All Ages,1899
2022,9,Chronic lower respiratory diseases,All Ages,1606
2022,10,Chronic lower respiratory diseases,All Ages,1406
2022,11,Chronic lower respiratory diseases,All Ages,1395
2022,12,Chronic lower respiratory diseases,All Ages,2001
2023,1,Chronic lower respiratory diseases,All Ages,2029
2023,2,Chronic lower respiratory diseases,All Ages,1220
2023,3,Chronic lower respiratory diseases,All Ages,574
2020,1,Adult respiratory distress syndrome,0-24,0
2020,2,Adult respiratory distress syndrome,0-24,0
2020,3,Adult respiratory distress syndrome,0-24,3
2020,4,Adult respiratory distress syndrome,0-24,23
2020,5,Adult respiratory distress syndrome,0-24,13
2020,6,Adult respiratory distress syndrome,0-24,6
2020,7,Adult respiratory distress syndrome,0-24,14
2020,8,Adult respiratory distress syndrome,0-24,14
2020,9,Adult respiratory distress syndrome,0-24,2
2020,10,Adult respiratory distress syndrome,0-24,5
2020,11,Adult respiratory distress syndrome,0-24,9
2020,12,Adult respiratory distress syndrome,0-24,23
2021,1,Adult respiratory distress syndrome,0-24,17
2021,2,Adult respiratory distress syndrome,0-24,20
2021,3,Adult respiratory distress syndrome,0-24,6
2021,4,Adult respiratory distress syndrome,0-24,6
2021,5,Adult respiratory distress syndrome,0-24,5
2021,6,Adult respiratory distress syndrome,0-24,6
2021,7,Adult respiratory distress syndrome,0-24,13
2021,8,Adult respiratory distress syndrome,0-24,55
2021,9,Adult respiratory distress syndrome,0-24,57
2021,10,Adult respiratory distress syndrome,0-24,30
2021,11,Adult respiratory distress syndrome,0-24,30
2021,12,Adult respiratory distress syndrome,0-24,29
2022,1,Adult respiratory distress syndrome,0-24,37
2022,2,Adult respiratory distress syndrome,0-24,19
2022,3,Adult respiratory distress syndrome,0-24,5
2022,4,Adult respiratory distress syndrome,0-24,4
2022,5,Adult respiratory distress syndrome,0-24,2
2022,6,Adult respiratory distress syndrome,0-24,1
2022,7,Adult respiratory distress syndrome,0-24,1
2022,8,Adult respiratory distress syndrome,0-24,6
2022,9,Adult respiratory distress syndrome,0-24,0
2022,10,Adult respiratory distress syndrome,0-24,2
2022,11,Adult respiratory distress syndrome,0-24,0
2022,12,Adult respiratory distress syndrome,0-24,3
2023,1,Adult respiratory distress syndrome,0-24,6
2023,2,Adult respiratory distress syndrome,0-24,2
2023,3,Adult respiratory distress syndrome,0-24,1
2020,1,Adult respiratory distress syndrome,25-34,0
2020,2,Adult respiratory distress syndrome,25-34,0
2020,3,Adult respiratory distress syndrome,25-34,23
2020,4,Adult respiratory distress syndrome,25-34,78
2020,5,Adult respiratory distress syndrome,25-34,39
2020,6,Adult respiratory distress syndrome,25-34,36
2020,7,Adult respiratory distress syndrome,25-34,48
2020,8,Adult respiratory distress syndrome,25-34,45
2020,9,Adult respiratory distress syndrome,25-34,25
2020,10,Adult respiratory distress syndrome,25-34,12
2020,11,Adult respiratory distress syndrome,25-34,34
2020,12,Adult respiratory distress syndrome,25-34,62
2021,1,Adult respiratory distress syndrome,25-34,101
2021,2,Adult respiratory distress syndrome,25-34,44
2021,3,Adult respiratory distress syndrome,25-34,31
2021,4,Adult respiratory distress syndrome,25-34,33
2021,5,Adult respiratory distress syndrome,25-34,44
2021,6,Adult respiratory distress syndrome,25-34,27
2021,7,Adult respiratory distress syndrome,25-34,41
2021,8,Adult respiratory distress syndrome,25-34,205
2021,9,Adult respiratory distress syndrome,25-34,266
2021,10,Adult respiratory distress syndrome,25-34,188
2021,11,Adult respiratory distress syndrome,25-34,78
2021,12,Adult respiratory distress syndrome,25-34,105
2022,1,Adult respiratory distress syndrome,25-34,115
2022,2,Adult respiratory distress syndrome,25-34,61
2022,3,Adult respiratory distress syndrome,25-34,9
2022,4,Adult respiratory distress syndrome,25-34,4
2022,5,Adult respiratory distress syndrome,25-34,9
2022,6,Adult respiratory distress syndrome,25-34,4
2022,7,Adult respiratory distress syndrome,25-34,5
2022,8,Adult respiratory distress syndrome,25-34,5
2022,9,Adult respiratory distress syndrome,25-34,1
2022,10,Adult respiratory distress syndrome,25-34,5
2022,11,Adult respiratory distress syndrome,25-34,3
2022,12,Adult respiratory distress syndrome,25-34,3
2023,1,Adult respiratory distress syndrome,25-34,5
2023,2,Adult respiratory distress syndrome,25-34,2
2023,3,Adult respiratory distress syndrome,25-34,1
2020,1,Adult respiratory distress syndrome,35-44,0
2020,2,Adult respiratory distress syndrome,35-44,0
2020,3,Adult respiratory distress syndrome,35-44,63
2020,4,Adult respiratory distress syndrome,35-44,235
2020,5,Adult respiratory distress syndrome,35-44,104
2020,6,Adult respiratory distress syndrome,35-44,77
2020,7,Adult respiratory distress syndrome,35-44,138
2020,8,Adult respiratory distress syndrome,35-44,102
2020,9,Adult respiratory distress syndrome,35-44,62
2020,10,Adult respiratory distress syndrome,35-44,71
2020,11,Adult respiratory distress syndrome,35-44,105
2020,12,Adult respiratory distress syndrome,35-44,173
2021,1,Adult respiratory distress syndrome,35-44,248
2021,2,Adult respiratory distress syndrome,35-44,121
2021,3,Adult respiratory distress syndrome,35-44,83
2021,4,Adult respiratory distress syndrome,35-44,99
2021,5,Adult respiratory distress syndrome,35-44,92
2021,6,Adult respiratory distress syndrome,35-44,65
2021,7,Adult respiratory distress syndrome,35-44,125
2021,8,Adult respiratory distress syndrome,35-44,491
2021,9,Adult respiratory distress syndrome,35-44,705
2021,10,Adult respiratory distress syndrome,35-44,427
2021,11,Adult respiratory distress syndrome,35-44,239
2021,12,Adult respiratory distress syndrome,35-44,301
2022,1,Adult respiratory distress syndrome,35-44,286
2022,2,Adult respiratory distress syndrome,35-44,154
2022,3,Adult respiratory distress syndrome,35-44,35
2022,4,Adult respiratory distress syndrome,35-44,10
2022,5,Adult respiratory distress syndrome,35-44,8
2022,6,Adult respiratory distress syndrome,35-44,12
2022,7,Adult respiratory distress syndrome,35-44,14
2022,8,Adult respiratory distress syndrome,35-44,11
2022,9,Adult respiratory distress syndrome,35-44,10
2022,10,Adult respiratory distress syndrome,35-44,6
2022,11,Adult respiratory distress syndrome,35-44,4
2022,12,Adult respiratory distress syndrome,35-44,11
2023,1,Adult respiratory distress syndrome,35-44,9
2023,2,Adult respiratory distress syndrome,35-44,7
2023,3,Adult respiratory distress syndrome,35-44,3
2020,1,Adult respiratory distress syndrome,45-54,0
2020,2,Adult respiratory distress syndrome,45-54,0
2020,3,Adult respiratory distress syndrome,45-54,135
2020,4,Adult respiratory distress syndrome,45-54,689
2020,5,Adult respiratory distress syndrome,45-54,391
2020,6,Adult respiratory distress syndrome,45-54,247
2020,7,Adult respiratory distress syndrome,45-54,318
2020,8,Adult respiratory distress syndrome,45-54,289
2020,9,Adult respiratory distress syndrome,45-54,169
2020,10,Adult respiratory distress syndrome,45-54,183
2020,11,Adult respiratory distress syndrome,45-54,294
2020,12,Adult respiratory distress syndrome,45-54,615
2021,1,Adult respiratory distress syndrome,45-54,748
2021,2,Adult respiratory distress syndrome,45-54,432
2021,3,Adult respiratory distress syndrome,45-54,243
2021,4,Adult respiratory distress syndrome,45-54,260
2021,5,Adult respiratory distress syndrome,45-54,248
2021,6,Adult respiratory distress syndrome,45-54,167
2021,7,Adult respiratory distress syndrome,45-54,218
2021,8,Adult respiratory distress syndrome,45-54,1014
2021,9,Adult respiratory distress syndrome,45-54,1346
2021,10,Adult respiratory distress syndrome,45-54,895
2021,11,Adult respiratory distress syndrome,45-54,501
2021,12,Adult respiratory distress syndrome,45-54,608
2022,1,Adult respiratory distress syndrome,45-54,771
2022,2,Adult respiratory distress syndrome,45-54,350
2022,3,Adult respiratory distress syndrome,45-54,96
2022,4,Adult respiratory distress syndrome,45-54,28
2022,5,Adult respiratory distress syndrome,45-54,18
2022,6,Adult respiratory distress syndrome,45-54,15
2022,7,Adult respiratory distress syndrome,45-54,22
2022,8,Adult respiratory distress syndrome,45-54,31
2022,9,Adult respiratory distress syndrome,45-54,16
2022,10,Adult respiratory distress syndrome,45-54,17
2022,11,Adult respiratory distress syndrome,45-54,8
2022,12,Adult respiratory distress syndrome,45-54,17
2023,1,Adult respiratory distress syndrome,45-54,11
2023,2,Adult respiratory distress syndrome,45-54,18
2023,3,Adult respiratory distress syndrome,45-54,3
2020,1,Adult respiratory distress syndrome,55-64,0
2020,2,Adult respiratory distress syndrome,55-64,1
2020,3,Adult respiratory distress syndrome,55-64,261
2020,4,Adult respiratory distress syndrome,55-64,1558
2020,5,Adult respiratory distress syndrome,55-64,809
2020,6,Adult respiratory distress syndrome,55-64,421
